Q01	Q0	193386	0	0.38633987307548523	VSM
Q01	Q0	199782	0	0.4824228584766388	VSM
Q01	Q0	210522	0	0.5006163716316223	VSM
Q01	Q0	208199	0	0.5931091904640198	VSM
Q01	Q0	198098	0	0.5490440726280212	VSM
Q01	Q0	208329	0	0.4888380169868469	VSM
Q01	Q0	194006	0	0.4302482604980469	VSM
Q01	Q0	207286	0	0.5384777188301086	VSM
Q01	Q0	194109	0	0.558494508266449	VSM
Q01	Q0	210043	0	0.5548036098480225	VSM
Q01	Q0	197885	0	0.4593358635902405	VSM
Q01	Q0	198495	0	0.49880895018577576	VSM
Q01	Q0	208318	0	0.49880895018577576	VSM
Q01	Q0	198931	0	0.5213788151741028	VSM
Q01	Q0	210337	0	0.5804665088653564	VSM
Q01	Q0	210201	0	0.4853839576244354	VSM
Q01	Q0	198491	0	0.5015112161636353	VSM
Q01	Q0	198245	0	0.4851284921169281	VSM
Q01	Q0	210533	0	0.5696108341217041	VSM
Q01	Q0	197984	0	0.5551109910011292	VSM
Q01	Q0	201756	0	0.39819929003715515	VSM
Q01	Q0	199905	0	0.5399806499481201	VSM
Q01	Q0	199388	0	0.5530023574829102	VSM
Q01	Q0	198649	0	0.5281500220298767	VSM
Q01	Q0	194025	0	0.5905140042304993	VSM
Q01	Q0	194040	0	0.5252962112426758	VSM
Q01	Q0	200556	0	0.5214690566062927	VSM
Q01	Q0	208221	0	0.5720045566558838	VSM
Q01	Q0	198250	0	0.5823330879211426	VSM
Q01	Q0	210198	0	0.5604388117790222	VSM
Q01	Q0	194026	0	0.48639634251594543	VSM
Q01	Q0	210275	0	0.589357852935791	VSM
Q01	Q0	194048	0	0.5751785039901733	VSM
Q01	Q0	210277	0	0.5346865653991699	VSM
Q01	Q0	193995	0	0.5180734395980835	VSM
Q01	Q0	193901	0	0.5748259425163269	VSM
Q01	Q0	210197	0	0.5748259425163269	VSM
Q01	Q0	211009	0	0.4428221583366394	VSM
Q01	Q0	208323	0	0.6141820549964905	VSM
Q01	Q0	194058	0	0.535750150680542	VSM
Q01	Q0	194290	0	0.5140872597694397	VSM
Q01	Q0	212914	0	0.5809330940246582	VSM
Q01	Q0	204607	0	0.5784023404121399	VSM
Q01	Q0	194027	0	0.5353717803955078	VSM
Q01	Q0	210273	0	0.44986116886138916	VSM
Q01	Q0	194016	0	0.5625470876693726	VSM
Q01	Q0	198735	0	0.5625470876693726	VSM
Q01	Q0	198740	0	0.6153911352157593	VSM
Q01	Q0	206012	0	0.5176326036453247	VSM
Q01	Q0	215081	0	0.5013427138328552	VSM
Q02	Q0	211706	0	0.8390246629714966	VSM
Q02	Q0	198268	0	0.8575716614723206	VSM
Q02	Q0	209468	0	0.7849265933036804	VSM
Q02	Q0	200298	0	0.9358317255973816	VSM
Q02	Q0	215081	0	0.8679919242858887	VSM
Q02	Q0	206179	0	0.7329989075660706	VSM
Q02	Q0	194226	0	0.9390569925308228	VSM
Q02	Q0	207793	0	0.8340977430343628	VSM
Q02	Q0	203290	0	0.8748086094856262	VSM
Q02	Q0	206360	0	0.6421455144882202	VSM
Q02	Q0	194228	0	0.9819576740264893	VSM
Q02	Q0	199835	0	0.9902256727218628	VSM
Q02	Q0	214253	0	0.7959159016609192	VSM
Q02	Q0	193380	0	0.9908235669136047	VSM
Q02	Q0	200475	0	0.6099407076835632	VSM
Q02	Q0	213164	0	0.9367828369140625	VSM
Q02	Q0	199017	0	0.33357587456703186	VSM
Q02	Q0	208283	0	0.96490478515625	VSM
Q02	Q0	213551	0	0.9952692985534668	VSM
Q02	Q0	194163	0	0.9960675239562988	VSM
Q02	Q0	194509	0	0.9969292879104614	VSM
Q02	Q0	198780	0	0.9982754588127136	VSM
Q02	Q0	206830	0	0.7063087224960327	VSM
Q02	Q0	197167	0	0.8827706575393677	VSM
Q02	Q0	211210	0	0.5182369947433472	VSM
Q02	Q0	206401	0	0.48414885997772217	VSM
Q02	Q0	213122	0	0.15459898114204407	VSM
Q02	Q0	204591	0	0.5715562701225281	VSM
Q02	Q0	213125	0	0.4116381108760834	VSM
Q02	Q0	206516	0	0.9361498355865479	VSM
Q02	Q0	213170	0	0.03972794488072395	VSM
